19.4000	11.4000	282618.0000	552945.0000	221475.0000	452523.0000	42471.0000	43715.0000	1535.0000	1467.0000	42471.0000	2.0000	42471.0000	192.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000
19.4000	11.4020	282098.0000	549180.0000	221707.0000	450633.0000	45585.0000	43593.0000	1504.0000	1447.0000	45585.0000	3.0000	45585.0000	192.0000	0.0000	0.0000	0.0000	0.0000	0.0000	1.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000
19.4000	11.4040	283586.0000	547458.0000	224271.0000	456323.0000	43791.0000	44376.0000	1479.0000	1448.0000	43791.0000	2.0000	43791.0000	199.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000
19.4000	11.4060	281691.0000	548776.0000	223137.0000	452006.0000	42299.0000	44232.0000	1501.0000	1479.0000	42299.0000	1.0000	42299.0000	198.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000
19.4000	11.4080	282616.0000	544340.0000	222516.0000	449703.0000	42808.0000	43797.0000	1612.0000	1461.0000	42808.0000	4.0000	42808.0000	205.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000
19.4000	11.4100	281992.0000	551060.0000	222056.0000	453864.0000	42781.0000	43622.0000	1497.0000	1358.0000	42781.0000	3.0000	42781.0000	206.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000
19.4000	11.4120	279098.0000	545871.0000	220570.0000	451613.0000	42443.0000	43079.0000	1549.0000	1446.0000	42443.0000	1.0000	42443.0000	192.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000
19.4000	11.4140	281196.0000	548642.0000	223966.0000	452499.0000	45197.0000	44273.0000	1501.0000	1442.0000	45197.0000	2.0000	45197.0000	202.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000
19.4000	11.4160	279598.0000	546738.0000	222009.0000	449419.0000	46701.0000	43759.0000	1408.0000	1440.0000	46701.0000	0.0000	46701.0000	211.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000
19.4000	11.4180	283019.0000	549687.0000	223662.0000	454827.0000	46059.0000	43696.0000	1616.0000	1456.0000	46059.0000	0.0000	46059.0000	201.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000
19.4000	11.4200	281626.0000	551606.0000	223391.0000	453117.0000	42876.0000	43589.0000	1538.0000	1457.0000	42876.0000	4.0000	42876.0000	205.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000
19.4000	11.4220	280747.0000	548146.0000	220343.0000	452080.0000	40695.0000	43335.0000	1470.0000	1499.0000	40695.0000	0.0000	40695.0000	153.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000
19.4000	11.4240	281254.0000	548728.0000	223668.0000	451734.0000	42076.0000	43968.0000	1485.0000	1497.0000	42076.0000	3.0000	42076.0000	214.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000
19.4000	11.4260	283484.0000	551258.0000	225647.0000	456462.0000	42994.0000	44070.0000	1508.0000	1471.0000	42994.0000	1.0000	42994.0000	192.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000
19.4000	11.4280	281613.0000	550240.0000	223962.0000	455877.0000	44001.0000	44035.0000	1509.0000	1457.0000	44001.0000	2.0000	44001.0000	214.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000
19.4000	11.4300	282999.0000	550164.0000	224516.0000	455495.0000	45537.0000	43750.0000	1505.0000	1504.0000	45537.0000	1.0000	45537.0000	234.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000
19.4000	11.4320	283771.0000	553328.0000	225074.0000	456570.0000	48142.0000	44442.0000	1535.0000	1460.0000	48142.0000	5.0000	48142.0000	220.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000
19.4000	11.4340	278382.0000	547294.0000	220561.0000	448240.0000	48462.0000	44166.0000	1405.0000	1440.0000	48462.0000	1.0000	48462.0000	235.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000
19.4000	11.4360	280559.0000	546456.0000	222227.0000	453200.0000	48367.0000	44176.0000	1545.0000	1491.0000	48367.0000	1.0000	48367.0000	221.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000
19.4000	11.4380	284357.0000	548619.0000	227113.0000	458953.0000	48445.0000	44659.0000	1504.0000	1472.0000	48445.0000	0.0000	48445.0000	218.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000
19.4000	11.4400	284590.0000	550064.0000	227663.0000	461140.0000	47861.0000	44648.0000	1558.0000	1425.0000	47861.0000	4.0000	47861.0000	200.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000
19.4000	11.4420	283753.0000	551521.0000	225131.0000	458571.0000	46843.0000	44282.0000	1530.0000	1414.0000	46843.0000	0.0000	46843.0000	195.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000
19.4000	11.4440	285527.0000	549968.0000	227041.0000	457544.0000	46427.0000	44966.0000	1512.0000	1449.0000	46427.0000	4.0000	46427.0000	198.0000	0.0000	0.0000	0.0000	0.0000	0.0000	1.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000
19.4000	11.4460	281888.0000	548885.0000	222851.0000	453923.0000	48757.0000	43940.0000	1460.0000	1416.0000	48757.0000	1.0000	48757.0000	254.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000
19.4000	11.4480	284631.0000	548748.0000	226980.0000	456910.0000	46852.0000	44222.0000	1508.0000	1510.0000	46852.0000	3.0000	46852.0000	203.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000
19.4000	11.4500	282428.0000	556238.0000	223868.0000	453790.0000	42198.0000	43967.0000	1515.0000	1437.0000	42198.0000	2.0000	42198.0000	192.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000
19.4000	11.4520	286146.0000	555957.0000	228187.0000	459516.0000	39183.0000	45145.0000	1569.0000	1462.0000	39183.0000	3.0000	39183.0000	179.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000
19.4000	11.4540	284443.0000	548075.0000	226663.0000	458337.0000	39317.0000	44475.0000	1474.0000	1451.0000	39317.0000	2.0000	39317.0000	188.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000
19.4000	11.4560	281804.0000	539479.0000	224248.0000	455127.0000	42230.0000	44164.0000	1479.0000	1351.0000	42230.0000	2.0000	42230.0000	208.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000
