19.5100	11.5000	-0.0026	1132188.0000	1512167.0000	581305.0000	1012469.0000	123.0000	202463.0000	110591.0000	6768.0000	5176.0000	699.0000	1192.0000	753.0000	992.0000	3933.0000	9136.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000
19.5100	11.5000	0.0145	1134488.0000	1500632.0000	582624.0000	1015889.0000	140.0000	201375.0000	110466.0000	6980.0000	5214.0000	698.0000	1261.0000	788.0000	1036.0000	4007.0000	9219.0000	0.0000	0.0000	2.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000
19.5100	11.5000	0.0349	1081784.0000	1361915.0000	578847.0000	1009541.0000	114.0000	182954.0000	109867.0000	6505.0000	4643.0000	631.0000	1120.0000	685.0000	865.0000	3718.0000	8140.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000
19.5100	11.5000	0.0553	962378.0000	1177342.0000	581326.0000	1011246.0000	100.0000	155023.0000	109847.0000	5658.0000	4035.0000	526.0000	957.0000	620.0000	758.0000	3326.0000	7153.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000
19.5100	11.5000	0.0752	732207.0000	891473.0000	581431.0000	1013114.0000	84.0000	108504.0000	109506.0000	4451.0000	3170.0000	407.0000	673.0000	459.0000	603.0000	2524.0000	5443.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000
19.5100	11.5000	0.0950	663940.0000	819057.0000	579584.0000	1010072.0000	65.0000	96178.0000	109081.0000	4114.0000	2896.0000	341.0000	591.0000	469.0000	540.0000	2398.0000	4931.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000
19.5100	11.5000	0.1149	536670.0000	681695.0000	580237.0000	1009862.0000	54.0000	72397.0000	109986.0000	3297.0000	2501.0000	270.0000	437.0000	412.0000	489.0000	1910.0000	4022.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000
19.5100	11.5000	0.1343	420871.0000	570858.0000	582707.0000	1013334.0000	34.0000	51795.0000	109996.0000	2549.0000	2033.0000	177.0000	299.0000	278.0000	392.0000	1475.0000	3407.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000
19.5100	11.5000	0.1547	270071.0000	443669.0000	581453.0000	1014991.0000	13.0000	27190.0000	109954.0000	1609.0000	1547.0000	91.0000	155.0000	163.0000	272.0000	867.0000	2661.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000
19.5100	11.5000	0.1756	184713.0000	378841.0000	580064.0000	1007362.0000	9.0000	14694.0000	110192.0000	1120.0000	1324.0000	42.0000	75.0000	128.0000	245.0000	629.0000	2299.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000
19.5100	11.5000	0.1950	142578.0000	360268.0000	580689.0000	1014363.0000	7.0000	9019.0000	109623.0000	837.0000	1229.0000	29.0000	61.0000	81.0000	254.0000	467.0000	2163.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000
19.5100	11.5000	0.2149	97989.0000	373210.0000	585663.0000	1018444.0000	6.0000	6025.0000	110323.0000	615.0000	1370.0000	25.0000	35.0000	66.0000	269.0000	376.0000	2270.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000
19.5100	11.5000	0.2347	103706.0000	419722.0000	583115.0000	1016545.0000	4.0000	11017.0000	109705.0000	636.0000	1556.0000	34.0000	54.0000	56.0000	275.0000	343.0000	2475.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000
19.5100	11.5000	0.2546	155236.0000	528271.0000	580820.0000	1014753.0000	20.0000	24555.0000	110031.0000	944.0000	1845.0000	97.0000	147.0000	108.0000	332.0000	538.0000	3162.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000
19.5100	11.5000	0.2756	234091.0000	648704.0000	581728.0000	1016733.0000	30.0000	41543.0000	110190.0000	1418.0000	2316.0000	150.0000	260.0000	176.0000	438.0000	800.0000	3945.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000
